"YEAR", "DDD", "MM", "DD", "HH", "mm", "hh.mmm", "ZNAGL", "dw_psp", "qc", "uw_psp", "qc", "direct", "qc", "diffuse", "qc", "dw_pir", "qc", "dwCasTmp", "qc", "dwDomTmp", "qc", "uw_pir", "qc", "uwCastmp", "qc", "uwDomtmp", "qc", "uvb", "qc", "par", "qc", "netSolar", "qc", "netIr", "qc", "totalNet", "qc", "temp", "qc", "rh", "qc", "windSp", "qc", "winsDir", "qc", "Baro", "qc"
2006,167,6,16,0,0,0.000,75.98,151.5,0,45.7,0,267.7,0,101.7,0,393.3,0,304.2,0,304.0,0,457.1,0,302.5,0,302.6,0,7.5,0,70.8,0,120.8,0,-63.8,0,56.9,0,29.0,0,40.2,0,6.0,0,188.1,0,990.8,0
2006,167,6,16,0,3,0.050,76.52,130.9,0,37.1,0,177.6,0,103.6,0,392.5,0,304.2,0,304.0,0,457.0,0,302.5,0,302.6,0,7.1,0,63.7,0,108.0,0,-64.5,0,43.5,0,29.0,0,40.4,0,6.0,0,187.4,0,990.8,0
2006,167,6,16,0,6,0.100,77.06,89.9,0,21.6,0,15.8,0,97.5,0,392.0,0,304.2,0,303.9,0,454.4,0,302.5,0,302.5,0,6.7,0,47.6,0,79.4,0,-62.4,0,17.0,0,28.9,0,41.6,0,4.8,0,187.4,0,990.8,0
2006,167,6,16,0,9,0.150,77.60,121.7,0,35.3,0,200.8,0,91.7,0,391.8,0,304.1,0,303.8,0,454.3,0,302.4,0,302.4,0,6.3,0,58.1,0,99.5,0,-62.5,0,37.1,0,28.8,0,42.1,0,5.4,0,187.1,0,990.8,0
2006,167,6,16,0,12,0.200,78.13,125.5,0,37.2,0,223.3,0,93.4,0,392.9,0,304.0,0,303.7,0,456.0,0,302.4,0,302.4,0,5.8,0,59.8,0,102.1,0,-63.1,0,39.0,0,28.8,0,41.9,0,6.7,0,189.8,0,990.8,0
2006,167,6,16,0,15,0.250,78.66,125.9,0,37.6,0,233.0,0,94.3,0,394.2,0,304.0,0,303.7,0,456.3,0,302.4,0,302.4,0,5.4,0,59.4,0,102.4,0,-62.0,0,40.4,0,28.8,0,42.2,0,6.4,0,187.2,0,990.9,0
2006,167,6,16,0,18,0.300,79.20,114.1,0,33.4,0,193.7,0,91.2,0,395.2,0,304.0,0,303.7,0,455.3,0,302.3,0,302.3,0,4.9,0,54.4,0,94.1,0,-60.2,0,33.9,0,28.8,0,42.5,0,5.8,0,183.8,0,990.9,0
2006,167,6,16,0,21,0.350,79.72,103.9,0,30.5,0,183.5,0,83.8,0,395.5,0,303.9,0,303.6,0,455.7,0,302.3,0,302.3,0,4.5,0,49.6,0,86.0,0,-60.2,0,25.8,0,28.8,0,42.1,0,6.4,0,184.4,0,991.0,0
2006,167,6,16,0,24,0.400,80.25,80.1,0,22.6,0,115.3,0,71.5,0,394.5,0,303.9,0,303.6,0,454.3,0,302.3,0,302.3,0,4.0,0,40.2,0,68.4,0,-59.7,0,8.7,0,28.8,0,42.6,0,6.1,0,189.7,0,991.1,0
2006,167,6,16,0,27,0.450,80.78,78.9,0,24.7,0,187.0,0,60.3,0,392.7,0,303.8,0,303.4,0,453.8,0,302.2,0,302.2,0,3.6,0,37.6,0,65.5,0,-61.0,0,4.4,0,28.7,0,42.7,0,5.7,0,191.6,0,991.2,0
