"YEAR", "DDD", "MM", "DD", "HH", "mm", "hh.mmm", "ZNAGL", "dw_psp", "qc", "uw_psp", "qc", "direct", "qc", "diffuse", "qc", "dw_pir", "qc", "dwCasTmp", "qc", "dwDomTmp", "qc", "uw_pir", "qc", "uwCastmp", "qc", "uwDomtmp", "qc", "uvb", "qc", "par", "qc", "netSolar", "qc", "netIr", "qc", "totalNet", "qc", "temp", "qc", "rh", "qc", "windSp", "qc", "winsDir", "qc", "Baro", "qc"
2006,136,5,16,0,0,0.000,79.42,131.9,0,39.8,0,201.6,0,98.4,0,371.7,0,292.2,0,291.5,0,388.4,0,288.2,0,288.3,0,1.8,0,51.9,0,95.7,0,-16.8,0,78.9,0,14.8,0,81.8,0,3.0,0,31.6,0,986.2,0
2006,136,5,16,0,3,0.050,79.96,129.0,0,36.7,0,157.0,0,105.8,0,365.5,0,292.3,0,291.7,0,389.2,0,288.3,0,288.4,0,2.3,0,50.1,0,96.5,0,-23.6,0,72.9,0,14.8,0,82.5,0,1.1,0,22.9,0,986.2,0
2006,136,5,16,0,6,0.100,80.51,89.9,0,27.8,0,185.1,0,65.1,0,366.8,0,292.4,0,291.8,0,389.0,0,288.3,0,288.4,0,1.8,0,35.2,0,67.8,0,-22.2,0,45.6,0,14.9,0,82.8,0,0.9,0,348.8,0,986.2,0
2006,136,5,16,0,9,0.150,81.05,46.8,0,12.3,0,39.0,0,44.4,0,370.1,0,292.4,0,291.7,0,387.6,0,288.3,0,288.4,0,1.4,0,20.7,0,38.2,0,-17.5,0,20.8,0,15.0,0,82.5,0,3.3,0,331.2,0,986.2,0
2006,136,5,16,0,12,0.200,81.59,29.1,0,7.5,0,6.0,0,30.4,0,372.7,0,292.4,0,291.4,0,385.7,0,288.3,0,288.3,0,1.0,0,13.5,0,23.8,0,-13.0,0,10.8,0,14.8,0,82.5,0,5.7,0,5.4,0,986.2,0
2006,136,5,16,0,15,0.250,82.13,11.6,0,3.9,0,0.4,0,13.5,0,374.9,0,292.2,0,291.3,0,383.9,0,288.2,0,288.2,0,0.4,0,6.4,0,9.6,0,-9.1,0,0.5,0,14.6,0,83.0,0,4.1,0,31.9,0,986.3,0
2006,136,5,16,0,18,0.300,82.66,7.8,0,3.2,0,-0.5,0,9.3,0,375.3,0,292.1,0,291.2,0,383.4,0,288.1,0,288.1,0,0.2,0,4.6,0,6.2,0,-8.1,0,-2.0,0,14.5,0,83.2,0,4.3,0,24.3,0,986.4,0
2006,136,5,16,0,21,0.350,83.20,4.6,0,2.6,0,-1.1,0,5.9,0,374.4,0,291.9,0,291.0,0,382.1,0,288.0,0,287.9,0,0.1,0,3.2,0,3.3,0,-7.8,0,-4.4,0,14.3,0,85.2,0,4.2,0,38.5,0,986.5,0
2006,136,5,16,0,24,0.400,83.73,3.1,0,2.3,0,-1.6,0,4.2,0,372.4,0,291.8,0,290.9,0,380.6,0,287.8,0,287.7,0,0.0,0,2.5,0,2.0,0,-8.2,0,-6.2,0,13.8,0,84.9,0,3.4,0,32.2,0,986.5,0
2006,136,5,16,0,27,0.450,84.26,1.9,0,1.9,0,-2.0,0,2.7,0,370.8,0,291.6,0,290.7,0,379.0,0,287.6,0,287.5,0,0.0,0,1.9,0,0.8,0,-8.1,0,-7.4,0,13.6,0,82.3,0,3.9,0,22.5,0,986.5,0
