"YEAR", "DDD", "MM", "DD", "HH", "mm", "hh.mmm", "ZNAGL", "dw_psp", "qc", "uw_psp", "qc", "direct", "qc", "diffuse", "qc", "dw_pir", "qc", "dwCasTmp", "qc", "dwDomTmp", "qc", "uw_pir", "qc", "uwCastmp", "qc", "uwDomtmp", "qc", "uvb", "qc", "par", "qc", "netSolar", "qc", "netIr", "qc", "totalNet", "qc", "temp", "qc", "rh", "qc", "windSp", "qc", "winsDir", "qc", "Baro", "qc"
2006,148,5,28,0,0,0.000,77.78,121.7,0,38.9,0,300.7,0,71.5,0,414.2,0,309.4,0,308.0,0,467.9,0,304.0,0,304.0,0,6.4,0,56.9,0,96.2,0,-53.7,0,42.5,0,30.5,0,55.0,0,8.1,0,159.7,0,985.3,0
2006,148,5,28,0,3,0.050,78.32,111.4,0,35.8,0,275.5,0,68.4,0,414.1,0,309.3,0,308.0,0,467.2,0,303.9,0,303.9,0,5.9,0,51.7,0,88.3,0,-53.1,0,35.2,0,30.4,0,55.6,0,7.3,0,164.5,0,985.3,0
2006,148,5,28,0,6,0.100,78.86,106.6,0,34.2,0,262.7,0,68.0,0,414.9,0,309.2,0,307.9,0,467.0,0,303.9,0,303.9,0,5.4,0,49.8,0,84.6,0,-52.1,0,32.5,0,30.4,0,55.9,0,8.0,0,159.8,0,985.4,0
2006,148,5,28,0,9,0.150,79.40,90.3,0,27.2,0,176.6,0,68.0,0,415.4,0,309.1,0,307.9,0,466.4,0,303.8,0,303.8,0,4.9,0,44.2,0,73.2,0,-51.0,0,22.2,0,30.4,0,56.2,0,6.6,0,161.8,0,985.4,0
2006,148,5,28,0,12,0.200,79.94,65.4,0,17.0,0,64.5,0,40.3,0,414.4,0,309.0,0,307.9,0,465.1,0,303.8,0,303.7,0,4.5,0,35.6,0,34.6,0,-50.7,0,-16.1,0,30.3,0,56.4,0,6.7,0,163.4,0,985.5,0
2006,148,5,28,0,15,0.250,80.47,68.9,0,20.1,0,117.8,0,35.0,0,414.2,0,308.9,0,307.7,0,465.3,0,303.7,0,303.7,0,4.1,0,35.2,0,34.5,0,-51.1,0,-16.7,0,30.3,0,56.2,0,6.8,0,169.0,0,985.5,0
2006,148,5,28,0,18,0.300,81.01,54.3,0,14.3,0,60.1,0,43.9,0,414.4,0,308.8,0,307.7,0,464.4,0,303.7,0,303.6,0,3.7,0,29.9,0,39.0,0,-50.0,0,-11.1,0,30.3,0,56.1,0,6.9,0,176.0,0,985.5,0
2006,148,5,28,0,21,0.350,81.54,45.5,0,10.4,0,4.1,0,50.3,0,415.6,0,308.7,0,307.5,0,464.3,0,303.6,0,303.6,0,3.3,0,27.5,0,40.5,0,-48.7,0,-8.2,0,30.3,0,56.5,0,6.8,0,175.9,0,985.6,0
2006,148,5,28,0,24,0.400,82.07,45.2,0,11.0,0,17.2,0,48.0,0,416.6,0,308.5,0,307.4,0,463.8,0,303.5,0,303.5,0,2.9,0,25.9,0,39.4,0,-47.2,0,-7.8,0,30.2,0,57.0,0,6.6,0,167.6,0,985.7,0
2006,148,5,28,0,27,0.450,82.59,43.7,0,10.6,0,5.2,0,47.7,0,419.5,0,308.4,0,307.3,0,463.8,0,303.4,0,303.4,0,2.5,0,24.7,0,37.7,0,-44.3,0,-6.5,0,30.0,0,57.9,0,6.7,0,165.3,0,985.7,0
